0927-LCSMG,7,Yes,No,No,Month-to-month,Mailed check,7465,Yes
9330-DHBFL,23,Yes,No,No,One year,Mailed check,6625,No
0098-BOWSO,27,Yes,No,No internet service,Month-to-month,Electronic check,194,No
3452-ABWRL,47,Yes,Yes,Yes,Month-to-month,Credit card (automatic),8605,No
5859-HZYLF,26,Yes,No,No internet service,Two year,Credit card (automatic),1915,No
8257-RZAHR,14,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),647,Yes
5293-WXJAK,11,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),10405,Yes
3156-QLHBO,2,Yes,No,No internet service,Month-to-month,Mailed check,1925,No
2208-NQBCT,26,Yes,No,No,Month-to-month,Electronic check,8195,No
1779-PWPMG,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),11465,No
6621-NRZAK,63,Yes,No,No internet service,Two year,Credit card (automatic),20,No
0831-JNISG,71,Yes,No,No internet service,Two year,Mailed check,198,No
9553-DLCLU,13,Yes,Yes,Yes,Two year,Credit card (automatic),8895,No
2460-NGXBJ,11,Yes,Yes,No,Month-to-month,Credit card (automatic),752,No
1430-SFQSA,29,No,No phone service,No,One year,Mailed check,356,No
0411-EZJZE,3,Yes,Yes,Yes,Month-to-month,Electronic check,6025,No
7851-WZEKY,2,Yes,Yes,Yes,Month-to-month,Electronic check,9515,Yes
8844-TONUD,13,Yes,No,Yes,Month-to-month,Mailed check,9665,Yes
8807-ARQET,41,No,No phone service,No,Month-to-month,Electronic check,4035,No
8992-CEUEN,1,Yes,No,No internet service,Month-to-month,Electronic check,1885,No
8777-PVYGU,52,Yes,No,Yes,One year,Mailed check,643,No
6870-ZWMNX,70,Yes,Yes,Yes,Two year,Credit card (automatic),761,No
0621-CXBKL,53,Yes,No,No internet service,Two year,Mailed check,187,No
5268-DSMNQ,62,Yes,Yes,Yes,One year,Credit card (automatic),9795,No
4086-YQSNZ,3,Yes,No,Yes,Month-to-month,Electronic check,804,Yes
6242-MBHPK,23,Yes,No,Yes,Month-to-month,Electronic check,951,No
5868-CZJDR,1,No,NA,No,Month-to-month,Mailed check,3135,Yes
9359-UGBTK,67,Yes,No,No,One year,Bank transfer (automatic),7235,No
0135-NMXAP,12,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),8975,Yes
4782-OSFXZ,71,Yes,Yes,No,Two year,Bank transfer (automatic),827,No
6479-OAUSD,25,Yes,No,No internet service,One year,Credit card (automatic),199,No
7129-ACFOG,5,Yes,Yes,No,Month-to-month,Electronic check,538,No
4189-NAKJS,26,Yes,Yes,No,One year,Credit card (automatic),5155,No
1282-IHQAC,70,No,No phone service,Yes,One year,Credit card (automatic),4405,No
9127-FHJBZ,72,Yes,Yes,Yes,Two year,Electronic check,114,No
6270-OMFIW,60,Yes,No,Yes,One year,Electronic check,944,Yes
1641-RQDAY,32,Yes,Yes,Yes,Month-to-month,Electronic check,1004,No
0107-WESLM,1,Yes,No,No internet service,Month-to-month,Electronic check,1985,Yes
6994-ORCWG,14,Yes,Yes,No,One year,Mailed check,5425,No
1346-UFHAX,13,Yes,Yes,No,Month-to-month,Credit card (automatic),80,No
3992-YWPKO,6,Yes,Yes,Yes,Month-to-month,Credit card (automatic),1099,Yes
2933-XEUJM,46,Yes,Yes,Yes,Two year,Mailed check,792,No
5461-QKNTN,43,Yes,Yes,Yes,Month-to-month,Electronic check,943,No
3164-YAXFY,57,No,No phone service,Yes,Month-to-month,Electronic check,5375,No
0887-WBJVH,53,Yes,No,Yes,One year,Electronic check,9345,No
5673-FSSMF,1,Yes,Yes,No,Month-to-month,Electronic check,6015,Yes
7670-ZBPOQ,58,Yes,Yes,No,One year,Bank transfer (automatic),6105,No
0080-OROZO,35,Yes,No,Yes,One year,Electronic check,9925,No
3916-NRPAP,3,Yes,No,No,Month-to-month,Credit card (automatic),857,No
6807-SIWJI,38,Yes,Yes,Yes,One year,Electronic check,10485,No
8221-HVAYI,35,Yes,Yes,No,Two year,Credit card (automatic),6915,No
1579-KLYDT,7,Yes,Yes,Yes,Month-to-month,Electronic check,9045,Yes
5232-NXPAY,47,Yes,No,Yes,Two year,Mailed check,7445,No
8967-SZQAS,14,Yes,No,No,Month-to-month,Electronic check,5045,No
4468-KAZHE,20,Yes,No,No,Month-to-month,Electronic check,60,No
0455-ENTCR,66,Yes,Yes,Yes,Two year,Electronic check,8525,No
8944-AILEF,15,Yes,No,No internet service,Month-to-month,Credit card (automatic),1945,No
5542-NKVRU,42,Yes,No,No internet service,Two year,Bank transfer (automatic),2075,No
7126-RBHSD,17,Yes,Yes,No,Month-to-month,Electronic check,789,No
5370-IIVVL,37,Yes,Yes,Yes,One year,Credit card (automatic),1045,No
6789-HJBWG,12,Yes,No,No,Month-to-month,Electronic check,494,No
3927-NLNRY,53,Yes,No,Yes,One year,Bank transfer (automatic),9425,Yes
6791-YBNAK,18,No,No phone service,No,Month-to-month,Credit card (automatic),2555,No
6077-BDPXA,3,Yes,No,No,Month-to-month,Electronic check,7015,No
0013-MHZWF,9,Yes,No,Yes,Month-to-month,Credit card (automatic),694,No
9824-BEMCV,17,Yes,No,No,Month-to-month,Electronic check,69,Yes
4291-SHSBH,7,Yes,No,No,Month-to-month,Electronic check,6955,No
9866-QEVEE,19,Yes,Yes,No,Month-to-month,Bank transfer (automatic),86,Yes
9897-KXHCM,3,Yes,No,No,Month-to-month,Electronic check,803,Yes
0040-HALCW,54,Yes,No,No internet service,Two year,Credit card (automatic),204,No
7979-CORPM,24,Yes,Yes,Yes,Month-to-month,Credit card (automatic),9055,Yes
2294-DMMUS,62,Yes,Yes,Yes,Month-to-month,Credit card (automatic),7045,No
0872-JCPIB,17,Yes,Yes,No,Month-to-month,Bank transfer (automatic),6575,No
9091-WTUUY,64,Yes,No,Yes,Two year,Mailed check,6925,No
7115-IRDHS,72,Yes,Yes,No internet service,Two year,Bank transfer (automatic),2465,No
2040-VZIKE,49,Yes,Yes,Yes,Month-to-month,Mailed check,10085,No
9068-VPWQQ,61,Yes,Yes,No,Two year,Credit card (automatic),7535,No
0178-SZBHO,47,Yes,Yes,Yes,Month-to-month,Electronic check,872,No
0384-RVBPI,20,Yes,No,No,Month-to-month,Credit card (automatic),644,No
4525-VZCZG,54,Yes,No,Yes,One year,Electronic check,10585,No
1543-LLLFT,61,Yes,Yes,Yes,One year,Mailed check,983,No
5835-BEQEU,3,Yes,Yes,No,Month-to-month,Electronic check,7695,Yes
2788-CJQAQ,13,Yes,No,No internet service,One year,Mailed check,1945,No
5565-FILXA,16,Yes,Yes,Yes,Month-to-month,Electronic check,9615,Yes
0319-QZTCO,3,Yes,No,Yes,Month-to-month,Credit card (automatic),587,No
2120-SMPEX,25,Yes,No,No internet service,Month-to-month,Mailed check,2015,No
0096-FCPUF,30,Yes,Yes,No,Month-to-month,Mailed check,645,No
0668-OGMHD,21,No,No phone service,No,Month-to-month,Electronic check,285,No
5552-ZNFSJ,1,Yes,No,No,Month-to-month,Electronic check,453,Yes
6507-ZJSUR,23,Yes,No,Yes,Month-to-month,Electronic check,9045,No
9408-HRXRK,45,Yes,Yes,Yes,Month-to-month,Electronic check,10515,No
5593-SUAOO,24,Yes,Yes,No,One year,Bank transfer (automatic),8315,No
7321-PKUYW,11,Yes,Yes,Yes,Month-to-month,Electronic check,9015,Yes
2833-SLKDQ,1,Yes,No,No,Month-to-month,Mailed check,4505,Yes
6766-HFKLA,56,Yes,Yes,Yes,Two year,Bank transfer (automatic),1032,No
7595-EUIVN,1,Yes,No,No,Month-to-month,Electronic check,758,Yes
7617-EYGLW,1,Yes,No,No internet service,Month-to-month,Electronic check,1945,No
2026-TGDHM,7,Yes,No,No,Month-to-month,Electronic check,793,Yes
9220-ZNKJI,55,Yes,No,Yes,Two year,Credit card (automatic),888,No
4030-VPZBD,2,No,No phone service,No,Month-to-month,Electronic check,309,Yes
0723-VSOBE,45,No,No phone service,No,One year,Electronic check,342,No
5529-GIBVH,47,Yes,No,No internet service,Two year,Mailed check,2015,No
4187-CINZD,46,Yes,No,Yes,One year,Credit card (automatic),9525,Yes
9992-UJOEL,2,Yes,No,No,Month-to-month,Mailed check,503,No
4741-WWJQZ,2,Yes,No,No,Month-to-month,Electronic check,8015,No
6625-UTXEW,12,Yes,No,No,Month-to-month,Electronic check,5125,No
6818-WOBHJ,68,Yes,Yes,No,Month-to-month,Bank transfer (automatic),896,Yes
6244-BESBM,69,Yes,No,Yes,Two year,Credit card (automatic),952,No
1251-STYSZ,4,Yes,Yes,No,Month-to-month,Electronic check,8025,No
2612-PHGOX,64,Yes,Yes,Yes,Two year,Bank transfer (automatic),761,No
2408-TZMJL,59,Yes,Yes,Yes,One year,Electronic check,11015,Yes
8480-PPONV,62,Yes,Yes,Yes,Two year,Bank transfer (automatic),11555,No
8780-IHCRN,63,Yes,Yes,No internet service,Two year,Credit card (automatic),2465,No
4598-ZADCK,53,No,No phone service,Yes,One year,Electronic check,536,No
1257-SXUXQ,5,Yes,No,No internet service,Month-to-month,Mailed check,1945,No
9681-KYGYB,49,Yes,Yes,No,Month-to-month,Electronic check,882,No
7182-OVLBJ,62,Yes,Yes,Yes,Two year,Bank transfer (automatic),10115,No
5095-ETBRJ,55,Yes,No,No,Two year,Mailed check,568,No
7005-CYUIL,71,Yes,No,Yes,Two year,Electronic check,994,No
4730-AWNAU,36,No,No phone service,Yes,One year,Credit card (automatic),607,No
3452-FLHYD,25,Yes,No,No internet service,One year,Bank transfer (automatic),2095,No
2388-LAESQ,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),11485,No
9531-NSBMR,36,Yes,No,No internet service,One year,Bank transfer (automatic),1925,No
4389-UEFCZ,72,Yes,Yes,Yes,Two year,Electronic check,1055,No
8711-LOBKY,59,Yes,No,No internet service,Two year,Mailed check,1985,No
9134-CEQMF,7,Yes,No,Yes,Month-to-month,Electronic check,895,Yes
8985-OOPOS,1,Yes,No,Yes,One year,Credit card (automatic),741,No
8800-ZKRFW,30,Yes,Yes,Yes,Month-to-month,Electronic check,1075,No
2616-FLVQC,64,Yes,No,No internet service,Two year,Mailed check,1955,No
9968-FFVVH,63,Yes,Yes,No,One year,Bank transfer (automatic),688,No
3108-PCCGG,72,Yes,Yes,Yes,Two year,Credit card (automatic),8445,No
7993-PYKOF,8,Yes,No,No,Month-to-month,Electronic check,75,Yes
3022-BEXHZ,67,Yes,Yes,Yes,Two year,Bank transfer (automatic),1112,No
5027-XWQHA,6,Yes,No,No,Month-to-month,Electronic check,4475,Yes
6248-TKCQV,70,Yes,Yes,Yes,Two year,Bank transfer (automatic),806,No
6729-GDNGC,20,Yes,No,Yes,Month-to-month,Bank transfer (automatic),807,No
6198-ZFIOJ,5,Yes,Yes,No,Month-to-month,Electronic check,756,No
5989-OMNJE,24,No,No phone service,Yes,One year,Electronic check,576,No
4566-QVRRW,11,Yes,No,No,Month-to-month,Electronic check,4405,Yes
1291-CUOCY,72,Yes,Yes,Yes,Two year,Credit card (automatic),1106,No
9795-SHUHB,66,Yes,No,No,Two year,Credit card (automatic),582,No
3230-IUALN,45,Yes,No,Yes,Two year,Mailed check,81,No
0042-RLHYP,69,Yes,No,No internet service,Two year,Bank transfer (automatic),197,No
8519-IMDHU,15,Yes,Yes,No,Month-to-month,Bank transfer (automatic),856,Yes
4945-RVMTE,28,Yes,No,Yes,Month-to-month,Bank transfer (automatic),5955,No
0201-OAMXR,70,Yes,Yes,Yes,One year,Credit card (automatic),11555,Yes
1866-NXPSP,36,Yes,No,No,One year,Mailed check,7555,No
3372-KWFBM,16,Yes,Yes,Yes,Month-to-month,Electronic check,866,Yes
7831-QGOXH,18,Yes,Yes,Yes,Month-to-month,Electronic check,852,Yes
6393-WRYZE,34,Yes,Yes,Yes,Month-to-month,Electronic check,9765,Yes
3941-XTSKM,42,No,NA,No,One year,Credit card (automatic),451,No
1661-CZBAU,48,Yes,Yes,No,One year,Bank transfer (automatic),7095,No
6599-RCLCJ,47,Yes,Yes,Yes,Month-to-month,Electronic check,10955,Yes
9831-BPFRI,39,Yes,Yes,No,One year,Electronic check,8955,Yes
5158-RIVOP,11,Yes,No,No internet service,Two year,Credit card (automatic),209,No
9277-JOOMO,3,Yes,Yes,No internet service,Month-to-month,Mailed check,246,No
1907-YLNYW,8,Yes,No,No,Month-to-month,Electronic check,667,No
3161-ONRWK,60,Yes,No,No,One year,Bank transfer (automatic),6585,No
0114-RSRRW,10,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),1995,No
0031-PVLZI,4,Yes,No,No internet service,Month-to-month,Mailed check,2035,Yes
7206-GZCDC,1,Yes,No,No,Month-to-month,Electronic check,6925,Yes
6682-VCIXC,43,No,No phone service,Yes,One year,Bank transfer (automatic),5125,No
4791-QRGMF,59,Yes,Yes,Yes,One year,Bank transfer (automatic),995,Yes
6475-VHUIZ,23,Yes,No,No,Month-to-month,Electronic check,5425,No
3910-MRQOY,72,Yes,No,No internet service,Two year,Bank transfer (automatic),194,No
0661-WCQNQ,22,Yes,No,No,One year,Credit card (automatic),5625,No
7537-RBWEA,1,No,No phone service,No,Month-to-month,Mailed check,2515,No
4656-CAURT,69,Yes,Yes,No internet service,Two year,Bank transfer (automatic),2395,No
1768-ZAIFU,1,No,NA,No,Month-to-month,Electronic check,252,Yes
4671-LXRDQ,2,Yes,No,No,Month-to-month,Mailed check,45,Yes
6265-FRMTQ,31,Yes,No,No internet service,Two year,Bank transfer (automatic),204,No
1934-SJVJK,1,Yes,No,No internet service,Month-to-month,Mailed check,2015,Yes
3838-OZURD,66,Yes,Yes,Yes,Month-to-month,Credit card (automatic),105,Yes
1371-DWPAZ,0,No,No phone service,Yes,Two year,Credit card (automatic),5605,No
9269-CQOOL,3,Yes,No,Yes,Month-to-month,Credit card (automatic),547,Yes
2017-CCBLH,8,Yes,No,No internet service,Two year,Mailed check,20,No
7690-KPNCU,64,Yes,No,Yes,One year,Credit card (automatic),7305,No
0536-BGFMZ,28,Yes,No,No internet service,Month-to-month,Mailed check,205,No
2845-HSJCY,14,Yes,Yes,No,Month-to-month,Electronic check,8725,Yes
5469-NUJUR,19,Yes,No,No internet service,Two year,Mailed check,1995,No
1184-PJVDB,10,Yes,No,Yes,Month-to-month,Electronic check,7995,Yes
2625-TRCZQ,51,No,No phone service,Yes,Month-to-month,Electronic check,4965,No
7722-VJRQD,72,No,NA,Yes,Two year,Bank transfer (automatic),6095,No
7073-QETQY,66,Yes,No,No internet service,One year,Electronic check,2035,No
5624-RYAMH,9,Yes,No,No internet service,Month-to-month,Electronic check,195,No
7130-YXBRO,48,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),11145,No
9272-LSVYH,10,Yes,No,No,Month-to-month,Mailed check,7015,No
3793-MMFUH,13,Yes,Yes,Yes,Month-to-month,Electronic check,9505,Yes
3249-ZPQRG,4,Yes,Yes,No,Month-to-month,Electronic check,7845,Yes
2568-BRGYX,4,Yes,No,No,Month-to-month,Electronic check,702,Yes
1084-MNSMJ,51,Yes,No,Yes,Two year,Credit card (automatic),855,No
7721-JXEAW,59,No,NA,No,Month-to-month,Bank transfer (automatic),4105,Yes
4238-HFHSN,61,Yes,Yes,No,Month-to-month,Electronic check,8215,No
6250-CGGUN,54,Yes,No,No,One year,Electronic check,844,No
7596-IIWYC,27,Yes,No,No internet service,Two year,Bank transfer (automatic),2025,No
9793-WECQC,23,Yes,No,Yes,Month-to-month,Mailed check,953,No
4291-HPAXL,1,Yes,No,No internet service,Month-to-month,Mailed check,1985,No
3164-AALRN,5,Yes,No,Yes,One year,Mailed check,70,Yes
3071-MVJCD,72,Yes,Yes,Yes,Two year,Bank transfer (automatic),823,No
1697-BCSHV,58,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),668,No
0562-KBDVM,70,No,No phone service,No,Two year,Bank transfer (automatic),446,No
1131-SUEKT,61,Yes,No,Yes,One year,Bank transfer (automatic),9845,No
3717-OEAUQ,2,Yes,No,No,Month-to-month,Mailed check,707,No
4538-WNTMJ,46,Yes,Yes,No internet service,One year,Mailed check,2495,No
3334-CTHOL,1,Yes,Yes,No,Month-to-month,Bank transfer (automatic),4995,Yes
9432-RUVSL,48,Yes,No,Yes,Two year,Credit card (automatic),1025,No
8060-HIWJJ,64,Yes,Yes,Yes,Two year,Credit card (automatic),8655,No
7684-XSZIY,72,Yes,Yes,No internet service,Two year,Bank transfer (automatic),243,No
9089-UOWJG,12,Yes,No,Yes,Month-to-month,Credit card (automatic),5835,No
8621-MNIHH,34,Yes,Yes,No,Month-to-month,Electronic check,9425,Yes
8039-ACLPL,72,Yes,No,No,Two year,Credit card (automatic),6875,No
9885-AIBVB,29,Yes,Yes,No,Month-to-month,Electronic check,858,No
1934-MKPXS,33,Yes,No,No internet service,One year,Credit card (automatic),201,No
2592-YKDIF,1,Yes,No,No internet service,Month-to-month,Mailed check,2035,No
2272-JKMSI,62,Yes,Yes,Yes,One year,Electronic check,1108,No
0471-LVHGK,41,Yes,Yes,Yes,One year,Electronic check,73,Yes
9518-RWHZL,64,Yes,Yes,Yes,One year,Credit card (automatic),10005,Yes
8714-CTZJW,4,Yes,No,No,Month-to-month,Credit card (automatic),8285,No
3569-EDBPQ,24,Yes,Yes,No,Month-to-month,Electronic check,8435,No
3131-NWVFJ,14,Yes,No,No internet service,One year,Mailed check,1955,No
7521-YXVZY,3,Yes,No,No internet service,Month-to-month,Mailed check,1995,No
5419-CONWX,4,Yes,No,Yes,Month-to-month,Credit card (automatic),998,Yes
6240-EURKS,18,No,No phone service,No,Month-to-month,Electronic check,35,Yes
2373-NTKOD,8,Yes,No,Yes,Month-to-month,Electronic check,6625,No
1970-KKFWL,35,Yes,Yes,No internet service,Two year,Bank transfer (automatic),233,No
6960-HVYXR,1,Yes,Yes,No,Month-to-month,Electronic check,76,Yes
9337-SRRNI,66,Yes,Yes,No internet service,Two year,Credit card (automatic),253,No
0895-UADGO,8,No,No phone service,No,Two year,Mailed check,4455,No
5678-VFNEQ,71,Yes,Yes,Yes,One year,Credit card (automatic),1041,No
5977-CKHON,43,Yes,Yes,No,Month-to-month,Bank transfer (automatic),9255,No
7024-OHCCK,2,Yes,Yes,Yes,Month-to-month,Electronic check,9385,Yes
2692-BUCFV,29,Yes,No,Yes,Month-to-month,Bank transfer (automatic),10145,No
7861-UVUFT,15,Yes,No,Yes,Month-to-month,Electronic check,843,Yes
1830-GGFNM,65,Yes,Yes,No,Two year,Credit card (automatic),9455,No
5302-BDJNT,35,Yes,Yes,Yes,Month-to-month,Electronic check,955,No
5223-UZAVK,64,Yes,No,Yes,One year,Credit card (automatic),1003,No
4859-ZSRDZ,58,No,No phone service,Yes,Two year,Credit card (automatic),555,No
5651-WYIPH,18,Yes,No,No,Month-to-month,Credit card (automatic),4985,No
9350-VLHMB,67,Yes,Yes,No,Month-to-month,Bank transfer (automatic),8955,No
3498-LZGQZ,63,Yes,No,No internet service,Two year,Mailed check,1915,No
8785-CJSHH,60,Yes,Yes,Yes,Month-to-month,Electronic check,998,No
5357-TZHPP,9,Yes,Yes,No,Month-to-month,Credit card (automatic),844,Yes
3870-SPZSI,70,Yes,Yes,Yes,Two year,Credit card (automatic),11305,No
0680-DFNNY,15,Yes,Yes,Yes,Month-to-month,Electronic check,1011,Yes
7560-QRBXH,48,Yes,No,No internet service,One year,Mailed check,1995,No
7077-XJMET,12,Yes,No,Yes,Month-to-month,Electronic check,7415,No
8752-GHJFU,71,Yes,Yes,No,One year,Electronic check,92,No
7767-UXAGJ,1,Yes,Yes,No,Month-to-month,Electronic check,5045,Yes
6510-UPNKS,23,Yes,Yes,No internet service,One year,Credit card (automatic),248,No
6718-BDGHG,43,Yes,Yes,Yes,One year,Bank transfer (automatic),6485,No
9046-DQMTP,35,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),2075,No
6439-LAJXL,9,Yes,No,Yes,Month-to-month,Mailed check,6895,No
1571-SAVHK,12,Yes,Yes,Yes,Month-to-month,Mailed check,9995,Yes
9052-VKDUW,65,Yes,Yes,Yes,Month-to-month,Credit card (automatic),1094,No
9546-CQJSU,2,Yes,Yes,Yes,Month-to-month,Electronic check,914,Yes
1666-JZPZT,27,Yes,Yes,No,Month-to-month,Mailed check,49,No
5777-KJIRB,40,Yes,No,No,One year,Mailed check,5025,No
0506-LVNGN,5,Yes,No,No,Month-to-month,Credit card (automatic),7555,Yes
7677-SJJJK,8,Yes,No,No internet service,One year,Credit card (automatic),199,No
2480-EJWYP,58,Yes,Yes,Yes,One year,Bank transfer (automatic),978,No
7055-HNEOJ,3,Yes,No,No,Month-to-month,Mailed check,558,No
3211-AAPKX,20,Yes,Yes,Yes,Month-to-month,Mailed check,9855,No
2958-NHPPS,23,Yes,No,No internet service,Month-to-month,Electronic check,2085,No
6806-YDEUL,6,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),195,No
1735-XMJVH,8,Yes,No,No internet service,Month-to-month,Mailed check,1935,No
6890-PFRQX,18,Yes,Yes,Yes,Month-to-month,Mailed check,695,No
5899-OUVKV,31,Yes,No,Yes,Month-to-month,Electronic check,945,No
8681-ICONS,29,Yes,No,No internet service,Month-to-month,Mailed check,2065,No
7893-IXHRQ,1,Yes,No,No internet service,Month-to-month,Electronic check,2055,Yes
3070-BDOQC,60,Yes,No,Yes,Two year,Electronic check,9965,No
6234-PFPXL,22,Yes,Yes,Yes,Month-to-month,Credit card (automatic),959,No
9824-QCJPK,36,Yes,No,No internet service,One year,Mailed check,20,No
4283-IVYCI,9,Yes,No,No,Month-to-month,Mailed check,6495,No
1866-OBPNR,1,Yes,No,No,Month-to-month,Credit card (automatic),746,No
8205-MQUGY,12,Yes,No,No,Month-to-month,Electronic check,492,No
8970-ANWXO,23,Yes,Yes,Yes,One year,Mailed check,7375,No
9480-BQJEI,62,Yes,Yes,No,One year,Bank transfer (automatic),923,No
5394-SVGJV,37,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),988,Yes
6979-TNDEU,8,Yes,No,No internet service,Month-to-month,Mailed check,192,No
9283-LZQOH,13,Yes,Yes,No,Month-to-month,Credit card (automatic),744,Yes
6048-UWKAL,69,Yes,Yes,Yes,Two year,Credit card (automatic),1054,No
5067-DGXLL,2,Yes,No,No internet service,Month-to-month,Mailed check,2025,No
5469-CTCWN,61,Yes,Yes,Yes,One year,Electronic check,106,Yes
9851-QXEEQ,41,Yes,Yes,Yes,Month-to-month,Electronic check,1047,Yes
8898-KASCD,39,No,No phone service,No,One year,Mailed check,3555,No
9242-TKFSV,72,No,NA,Yes,Two year,Credit card (automatic),651,No
9290-SHCMB,13,Yes,No,Yes,Month-to-month,Electronic check,9685,No
2277-BKJKN,71,Yes,No,Yes,Two year,Electronic check,992,No
9809-IMGCQ,22,Yes,Yes,Yes,Month-to-month,Electronic check,967,Yes
5208-HFSBT,2,Yes,No,No,Month-to-month,Credit card (automatic),5505,Yes
5035-PGZXH,56,Yes,Yes,Yes,One year,Electronic check,1068,No
8695-WDYEA,1,Yes,No,No,Month-to-month,Mailed check,5125,No
8016-ZMGMO,66,Yes,Yes,Yes,One year,Bank transfer (automatic),7085,No
8605-ITULD,1,Yes,No,No internet service,Month-to-month,Mailed check,1955,No
3254-YRILK,19,Yes,Yes,Yes,Month-to-month,Electronic check,882,Yes
6416-YJTTB,11,Yes,No,No,Month-to-month,Bank transfer (automatic),795,No
4472-VESGY,52,Yes,Yes,No,Month-to-month,Bank transfer (automatic),9815,No
3195-TQDZX,3,Yes,No,No internet service,Month-to-month,Electronic check,2025,No
3128-YOVTD,51,Yes,No,No,Month-to-month,Bank transfer (automatic),7915,No
0529-ONKER,15,Yes,Yes,No,Month-to-month,Electronic check,7565,Yes
7041-TXQJH,37,No,No phone service,No,Month-to-month,Credit card (automatic),402,No
5014-GSOUQ,13,Yes,No,No internet service,Two year,Mailed check,1995,No
5724-BIDBU,49,Yes,Yes,No,One year,Electronic check,5535,No
1769-GRUIK,18,Yes,No,No,Month-to-month,Electronic check,711,No
5240-IJOQT,1,Yes,Yes,No,Month-to-month,Electronic check,747,Yes
8819-WFGGJ,68,No,No phone service,Yes,Two year,Bank transfer (automatic),541,No
7427-AUFPY,54,Yes,No,No internet service,Two year,Credit card (automatic),1965,No
2811-POVEX,23,Yes,No,No,Month-to-month,Bank transfer (automatic),8845,No
7898-PDWQE,71,Yes,Yes,No,Two year,Credit card (automatic),804,No
9972-EWRJS,67,Yes,No,No internet service,Two year,Bank transfer (automatic),1925,No
9314-IJWSQ,14,Yes,Yes,Yes,Month-to-month,Electronic check,848,No
0661-XEYAN,1,No,No phone service,No,Month-to-month,Mailed check,258,Yes
5799-JRCZO,63,Yes,No,No internet service,Two year,Credit card (automatic),195,No
1921-KYSAY,41,Yes,Yes,No,One year,Electronic check,686,No
6198-RTPMF,17,Yes,Yes,Yes,Month-to-month,Electronic check,926,No
2924-KHUVI,56,Yes,Yes,Yes,One year,Electronic check,10055,No
1925-GMVBW,5,Yes,No,No internet service,Month-to-month,Credit card (automatic),2055,No
7881-EVUAD,2,No,No phone service,No,Month-to-month,Electronic check,426,Yes
6184-DYUOB,3,Yes,No,No internet service,Month-to-month,Mailed check,196,No
9207-ZPANB,37,Yes,Yes,No,One year,Electronic check,6745,No
5766-XQXMQ,29,Yes,No,No,Month-to-month,Bank transfer (automatic),6885,Yes
9327-QSDED,8,Yes,No,No,Month-to-month,Mailed check,4355,No
1656-DRSMG,63,Yes,Yes,Yes,Month-to-month,Credit card (automatic),10985,No
3012-VFFMN,7,Yes,No,No internet service,Month-to-month,Mailed check,2065,No
2984-AFWNC,3,Yes,No,Yes,Month-to-month,Electronic check,954,No
0640-YJTPY,72,Yes,No,No internet service,Two year,Bank transfer (automatic),21,No
8096-LOIST,19,Yes,No,No,Month-to-month,Electronic check,562,No
9764-REAFF,59,Yes,No,No internet service,Two year,Bank transfer (automatic),184,No
7107-UBYKY,35,Yes,Yes,No internet service,Month-to-month,Electronic check,2575,No
4881-GQJTW,14,Yes,No,No internet service,Month-to-month,Credit card (automatic),196,No
7876-DNYAP,69,Yes,No,No internet service,Two year,Credit card (automatic),198,No
7905-NJMXS,7,Yes,Yes,No,Month-to-month,Electronic check,642,No
2882-WDTBA,69,Yes,No,Yes,Two year,Bank transfer (automatic),7575,No
2091-GPPIQ,72,Yes,Yes,Yes,Two year,Electronic check,7895,No
6326-MTTXK,8,Yes,Yes,Yes,Month-to-month,Electronic check,10085,Yes
5071-FBJFS,4,Yes,No,No,Month-to-month,Electronic check,503,No
2429-AYKKO,72,Yes,No,No internet service,Two year,Bank transfer (automatic),1985,No
9798-OPFEM,46,Yes,No,No internet service,Two year,Electronic check,211,No
0330-IVZHA,5,Yes,No,No,Month-to-month,Electronic check,6995,Yes
3794-NFNCH,30,Yes,No,No,Month-to-month,Mailed check,50,No
2886-KEFUM,63,Yes,Yes,Yes,One year,Electronic check,1075,Yes
4237-RLAQD,1,Yes,No,No,Month-to-month,Mailed check,4585,Yes
6518-KZXCB,22,Yes,Yes,No internet service,Two year,Mailed check,2525,No
2245-ADZFJ,31,Yes,Yes,Yes,Two year,Bank transfer (automatic),8055,No
9651-GTSAQ,53,Yes,No,Yes,One year,Bank transfer (automatic),1061,Yes
3186-BAXNB,1,Yes,No,Yes,Month-to-month,Electronic check,917,Yes
4672-FOTSD,12,Yes,Yes,No,Month-to-month,Electronic check,6725,No
0637-YLETY,16,Yes,Yes,No,Month-to-month,Credit card (automatic),956,Yes
9818-XQCUV,2,Yes,No,No internet service,Month-to-month,Mailed check,2035,No
7338-ERIVA,39,No,NA,Yes,One year,Bank transfer (automatic),4505,No
1157-BQCUW,1,Yes,Yes,No,Month-to-month,Electronic check,7495,Yes
8259-NFJTV,7,No,No phone service,No,Month-to-month,Mailed check,3465,No
